Time, RSSI 1, RSSI 2, CINR 1, CINR 2
01:36:56,-100.0,-100.5,-0.5,-1.5
01:37:02,-99.5,-100.5,-0.5,-1.5
01:37:08,-100.0,-100.5,-0.5,-1.5
01:37:13,-99.5,-101.0,-0.5,-1.5
01:37:20,-98.5,-101.0,-0.5,-1.5
01:37:26,-98.5,-101.0,-0.5,-1.5
01:37:32,-100.0,-100.5,-0.5,-1.5
01:37:37,-100.0,-101.0,-0.5,-1.5
01:37:44,-98.5,-101.0,-0.5,-1.5
01:37:50,-99.5,-100.5,-0.5,-1.5
01:37:56,-98.5,-100.5,-0.5,-1.5
01:38:02,-98.5,-101.0,-0.5,-1.5
01:38:08,-98.5,-101.0,-0.5,-1.5
01:38:14,-99.5,-101.0,-0.5,-1.5
15:21:07,-89.5,-87.5,-1.5,-1.5
15:21:13,-98.0,-90.5,-1.5,-1.5
15:21:20,-97.5,-91.0,-1.5,-1.5
15:21:26,-99.0,-91.0,-1.5,-1.5
15:21:31,-79.0,-78.0,-1.5,-1.5
15:21:38,-84.0,-81.0,-1.5,-1.5
15:21:41,-89.0,-88.0,-1.5,-1.5
15:21:44,-84.5,-82.0,-1.5,-1.5
15:21:47,-94.5,-90.0,-1.5,-1.5
15:21:50,-98.0,-91.0,-1.5,-1.5
15:21:53,-97.5,-90.5,-1.5,-1.5
15:21:56,-97.5,-91.5,-1.5,-1.5
15:21:59,-92.5,-89.0,-1.5,-1.5
15:22:02,-95.5,-90.0,-1.5,-1.5
15:22:05,-96.5,-89.5,-1.5,-1.5
15:22:08,-93.0,-90.0,-1.5,-1.5
15:22:11,-93.5,-89.0,-1.5,-1.5
15:22:14,-98.0,-91.0,-1.5,-1.5
15:22:17,-98.0,-91.0,-1.5,-1.5
15:22:20,-97.5,-90.5,-1.5,-1.5
15:22:23,-93.5,-88.5,-1.5,-1.5
15:22:26,-94.5,-89.5,-1.5,-1.5
15:22:29,-94.0,-89.0,-1.5,-1.5
15:22:32,-81.5,-80.0,-1.5,-1.5
15:22:35,-81.0,-79.5,-1.5,-1.5
15:22:38,-98.0,-90.5,-1.5,-1.5
15:22:41,-98.0,-91.0,-1.5,-1.5
15:22:44,-98.0,-91.0,-1.5,-1.5
15:22:47,-89.5,-87.0,-1.5,-1.5
15:22:50,-91.0,-87.5,-1.5,-1.5
15:22:53,-88.5,-87.0,-1.5,-1.5
15:22:56,-60.0,-61.0,9.5,10.0
15:22:59,-64.0,-63.0,10.0,10.0
15:23:02,-63.5,-64.0,10.0,10.5
15:23:05,-63.5,-62.5,10.5,11.0
15:23:08,-63.5,-62.0,10.5,10.5
15:23:11,-63.5,-62.0,10.0,10.5
15:23:14,-63.0,-62.5,10.0,10.5
15:23:17,-58.5,-62.0,9.5,10.0
15:23:20,-61.0,-62.0,10.5,10.5
15:23:23,-67.5,-62.5,10.0,10.0
15:23:26,-50.0,-50.5,10.0,9.5
15:23:29,-45.0,-45.0,10.5,10.0
15:23:32,-40.5,-42.0,10.5,10.5
15:23:35,-43.0,-42.5,10.0,9.5
15:23:38,-43.0,-42.5,10.5,10.0
15:23:43,-43.0,-43.0,9.5,9.5
15:23:49,-43.0,-42.5,10.5,10.5
15:23:55,-43.5,-43.0,11.0,10.5
15:24:01,-43.0,-43.0,12.0,11.5
15:24:07,-43.0,-42.5,11.0,10.5
15:24:13,-43.5,-42.5,12.0,11.5
15:24:19,-43.5,-43.0,10.5,11.0
15:24:25,-43.5,-43.0,9.5,10.0
15:24:31,-43.5,-43.0,11.0,10.5
15:24:37,-43.5,-42.5,10.0,9.5
15:24:43,-43.0,-43.0,11.5,11.0
15:24:49,-43.0,-42.5,10.5,10.5
15:24:55,-43.0,-43.0,11.0,11.0
15:27:25,-46.0,-47.0,10.0,10.5
15:27:31,-50.0,-43.5,10.5,11.0
15:27:37,-49.5,-43.0,10.5,10.5
15:27:43,-50.5,-42.0,9.5,10.0
15:27:49,-50.0,-42.5,10.5,10.5
15:27:55,-50.5,-43.5,12.0,11.5
15:28:01,-50.5,-44.0,9.5,9.0
15:28:07,-52.0,-46.0,11.5,11.5
15:28:13,-52.0,-45.5,10.5,11.0
15:28:19,-51.5,-44.5,9.0,9.0
15:28:25,-52.5,-47.5,11.0,11.5
15:28:31,-51.0,-44.0,9.5,9.0
15:28:37,-51.5,-44.0,11.5,11.5
15:28:43,-50.0,-43.5,10.0,10.5
15:28:49,-54.5,-46.5,11.0,11.0
15:28:55,-52.0,-45.0,9.5,9.5
15:29:01,-52.0,-46.0,10.5,10.5
15:29:07,-53.0,-47.0,10.0,10.5
15:29:13,-50.0,-43.5,11.0,11.5
15:29:19,-49.5,-43.0,11.5,11.5
15:29:25,-50.0,-43.5,11.5,11.5
15:29:31,-52.0,-42.5,11.5,11.5
15:29:37,-50.0,-44.5,11.5,11.0
15:29:43,-50.5,-45.0,11.0,11.0
15:29:49,-52.5,-43.5,8.5,9.0
15:29:55,-51.5,-45.0,11.5,11.5
15:30:01,-51.5,-44.5,10.5,10.5
15:30:07,-51.0,-45.0,10.5,11.0
15:30:13,-51.5,-43.0,10.0,10.0
15:30:19,-51.0,-45.0,10.5,10.5
15:30:25,-51.0,-44.0,10.5,10.0
15:30:31,-50.0,-44.0,11.0,11.0
15:30:37,-51.0,-45.0,10.0,10.5
15:30:43,-50.5,-44.0,12.5,12.0
15:30:49,-50.0,-45.0,11.5,11.5
15:30:55,-50.5,-43.0,12.0,12.5
15:31:01,-51.0,-44.0,11.0,10.5
15:31:07,-52.0,-45.0,9.5,9.0
15:31:13,-51.0,-42.5,11.5,11.5
15:31:19,-50.5,-43.5,11.0,11.0
15:31:25,-50.0,-43.0,10.5,10.5
15:31:31,-48.0,-41.5,10.0,10.0
15:31:37,-52.0,-44.5,11.5,11.5
15:31:43,-51.0,-44.0,10.5,10.5
15:31:49,-48.0,-47.0,11.0,11.0
15:31:55,-45.5,-46.5,10.5,10.5
15:32:01,-43.0,-45.5,10.5,11.0
15:32:07,-42.5,-38.0,12.0,12.0
15:32:13,-41.0,-36.0,11.5,11.5
15:32:19,-52.0,-45.0,11.5,12.0
15:32:25,-49.0,-44.0,10.0,10.0
15:32:31,-47.5,-43.5,11.0,11.5
15:32:37,-47.5,-46.0,10.5,11.0
15:32:43,-44.0,-45.0,11.5,11.0
15:32:49,-44.0,-44.5,10.0,10.0
15:32:55,-44.0,-44.0,11.5,11.5
15:33:01,-44.0,-44.5,12.0,12.0
15:33:07,-46.5,-46.5,11.5,11.5
15:33:13,-68.5,-66.5,11.0,11.0
15:33:19,-65.5,-63.5,12.5,11.5
15:33:25,-61.5,-64.5,10.5,10.5
15:33:31,-63.0,-64.5,9.5,9.0
15:33:37,-62.0,-64.5,10.0,9.0
15:33:43,-62.0,-64.5,10.0,9.5
15:33:49,-62.0,-64.0,11.0,10.0
15:33:55,-62.5,-64.5,9.5,9.5
15:34:01,-62.0,-64.5,10.5,10.5
15:34:08,-97.5,-91.0,-1.0,-1.5
